Cluster Labels,Location,Avg Price,Latitude,Longitude,Profile Score,Profile
1,"HOLMFIRTH, SOUTH YORKSHIRE",286000,53.571744,-1.786292,1.0,LA
1,"HOLMFIRTH, WEST YORKSHIRE",212533,53.571744,-1.786292,1.0,LA
2,"HOLSWORTHY, CORNWALL",271880,50.80921499999999,-4.353993,5.0,W
2,"HOLSWORTHY, DEVON",227429,50.80921499999999,-4.353993,5.0,W
3,"HOLYHEAD, GWYNEDD",175250,53.2244355,-4.1475894,2.6,WDMLA
3,"HOLYHEAD, ISLE OF ANGLESEY",155665,53.309441,-4.633038,2.5,TDML
3,"HOLYHEAD, MERTHYR TYDFIL",219950,53.309441,-4.633038,2.5,TDML
1,"HOLYWELL, FLINTSHIRE",162808,53.27600899999999,-3.225103,2.0,TL
1,"HONITON, DEVON",236895,50.799468,-3.188683,1.6666666666666667,TLA
0,"HOOK, HAMPSHIRE",427541,51.280906,-0.9630429999999999,3.0,T
0,"HOOK, WOKINGHAM",855000,51.280906,-0.9630429999999999,3.0,T
3,"HORLEY, SURREY",351578,51.173516,-0.172109,3.0,WL
0,"HORLEY, WEST SUSSEX",515000,51.173516,-0.172109,3.0,WL
3,"HORNCASTLE, LINCOLNSHIRE",183320,53.207307,-0.11245,3.0,T
3,"HORNCHURCH, GREATER LONDON",345491,51.562254,0.218605,2.6666666666666665,WSTDLA
3,"HORNSEA, EAST RIDING OF YORKSHIRE",153602,53.9104,-0.173953,3.0,T
0,"HORSHAM, SURREY",523461,51.062883,-0.325858,3.0,WSL
3,"HORSHAM, WEST SUSSEX",356534,51.062883,-0.325858,3.0,WSL
1,"HOUGHTON LE SPRING, COUNTY DURHAM",163272,54.841016,-1.468691,1.0,L
1,"HOUGHTON LE SPRING, TYNE AND WEAR",151423,54.841016,-1.468691,1.0,L
3,"HOUNSLOW, GREATER LONDON",324417,51.46092179999999,-0.373149,2.7142857142857144,WSTDMLA
3,"HOVE, BRIGHTON AND HOVE",357807,50.8279319,-0.168749,2.6666666666666665,WSTMLA
3,"HOVE, EAST SUSSEX",164000,50.8279319,-0.168749,2.6666666666666665,WSTMLA
0,"HUDDERSFIELD, SOUTH YORKSHIRE",510000,53.645792,-1.7850351,2.2,STDLA
1,"HUDDERSFIELD, WEST YORKSHIRE",164961,53.645792,-1.7850351,2.2,STDLA
1,"HULL, CITY OF KINGSTON UPON HULL",120708,53.76762360000001,-0.3274198,2.3333333333333335,STDMLA
1,"HULL, EAST RIDING OF YORKSHIRE",171186,53.76762360000001,-0.3274198,2.3333333333333335,STDMLA
1,"HULL, NORTH EAST LINCOLNSHIRE",138495,53.5668201,-0.08150660000000001,2.2,STDLA
1,"HULL, NORTH LINCOLNSHIRE",143495,53.686675,-0.443368,2.0,TL
3,"HUNGERFORD, WEST BERKSHIRE",338818,51.41234499999999,-1.517995,3.0,T
0,"HUNGERFORD, WILTSHIRE",374899,51.41234499999999,-1.517995,3.0,T
3,"HUNSTANTON, NORFOLK",271075,52.9389139,0.491032,3.0,ST
0,"HUNTINGDON, BEDFORD",432961,52.33146,-0.182552,2.5,WSLA
3,"HUNTINGDON, CAMBRIDGESHIRE",241378,52.33146,-0.182552,2.5,WSLA
3,"HUNTINGDON, SUFFOLK",282500,52.33146,-0.182552,2.5,WSLA
1,"HYDE, GREATER MANCHESTER",147395,53.452977,-2.082786,2.0,DMLA
3,"HYTHE, KENT",303100,51.071739,1.081937,3.0,WSA
1,"ILFORD, GREATER LONDON",338678,51.556619,0.076251,2.2,STDLA
3,"ILFORD, THURROCK",296166,51.4934557,0.3529197,3.0,DM
1,"ILFRACOMBE, DEVON",211597,51.205163,-4.126761999999999,2.0,TL
1,"ILKESTON, BATH AND NORTH EAST SOMERSET",150000,52.970142,-1.306978,2.0,MA
1,"ILKESTON, DERBYSHIRE",152549,52.970142,-1.306978,2.0,MA
0,"ILKLEY, NORTH YORKSHIRE",548961,53.925486,-1.822817,3.0,T
3,"ILKLEY, WEST YORKSHIRE",311179,53.925486,-1.822817,3.0,T
3,"ILKLEY, YORK",168000,53.9030833,-1.8269166,3.0,T
3,"ILMINSTER, SOMERSET",250189,50.928494,-2.911062,3.0,T
1,"IMMINGHAM, LINCOLNSHIRE",92000,53.614012,-0.215913,1.0,A
1,"IMMINGHAM, NORTH EAST LINCOLNSHIRE",119922,53.614012,-0.215913,1.0,A
1,"IMMINGHAM, NORTH LINCOLNSHIRE",127250,53.614012,-0.215913,1.0,A
1,"IPSWICH, SUFFOLK",214335,52.056736,1.14822,2.2,SDMLA
0,"ISLEWORTH, GREATER LONDON",412963,51.467121,-0.329003,2.6666666666666665,WSDMLA
0,"IVER, BUCKINGHAMSHIRE",435710,51.5201939,-0.509572,1.6666666666666667,MLA
1,"IVER, SLOUGH",337000,51.5201939,-0.509572,1.6666666666666667,MLA
1,"JARROW, NORTHUMBERLAND",270000,54.980297,-1.482757,2.2,TDMLA
1,"JARROW, TYNE AND WEAR",124703,54.980297,-1.482757,2.2,TDMLA
3,"KEIGHLEY, NORTH YORKSHIRE",201602,53.867795,-1.912358,2.5,SDMA
3,"KEIGHLEY, WEST YORKSHIRE",157117,53.867795,-1.912358,2.5,SDMA
3,"KENDAL, CUMBRIA",223692,54.32800599999999,-2.74629,2.5,SDMA
2,"KENILWORTH, WARWICKSHIRE",314450,52.349557,-1.58073,4.0,WS
2,"KENILWORTH, WEST MIDLANDS",499236,52.3482086,-1.5921073,4.0,WS
0,"KENLEY, GREATER LONDON",415575,51.32633,-0.102494,3.0,WSA
0,"KENLEY, SURREY",434693,51.32633,-0.102494,3.0,WSA
0,"KESTON, GREATER LONDON",593634,51.3654502,0.0221778,3.0,WSL
1,"KESWICK, HARTLEPOOL",257000,54.6791969,-1.2209489,2.3333333333333335,STDMLA
1,"KETTERING, NORTHAMPTONSHIRE",190462,52.396322,-0.7302489999999999,2.2,SDMLA
3,"KIDDERMINSTER, SHROPSHIRE",244144,52.388596,-2.2496839,2.6,STDMA
3,"KIDDERMINSTER, STAFFORDSHIRE",350000,52.388596,-2.2496839,2.6,STDMA
3,"KIDDERMINSTER, WEST MIDLANDS",249950,52.3805925,-2.2850003,2.6,STDMA
3,"KIDDERMINSTER, WORCESTERSHIRE",187852,52.388596,-2.2496839,2.6,STDMA
2,"KIDLINGTON, OXFORDSHIRE",338727,51.823398,-1.290459,4.0,WS
2,"KIDLINGTON, SOUTH YORKSHIRE",410000,51.823398,-1.290459,4.0,WS
1,"KING'S LYNN, LINCOLNSHIRE",154000,52.7516798,0.4022963000000001,2.2,STMLA
1,"KING'S LYNN, NORFOLK",210518,52.7516798,0.4022963000000001,2.2,STMLA
0,"KINGS LANGLEY, HERTFORDSHIRE",462010,51.716249,-0.456157,2.0,SA
0,"KINGSBRIDGE, CITY OF PLYMOUTH",509975,50.283948,-3.777493,3.0,TM
3,"KINGSBRIDGE, DEVON",324585,50.283948,-3.777493,3.0,TM
0,"KINGSTON UPON THAMES, GREATER LONDON",484388,51.41233,-0.300689,2.6,WSDLA
1,"KINGSWINFORD, WEST MIDLANDS",192714,52.4981719,-2.169995,1.6666666666666667,MLA
1,"KNARESBOROUGH, NORTH YORKSHIRE",300808,54.011022,-1.47102,2.0,ML
1,"KNARESBOROUGH, YORK",155000,54.0087129,-1.4748464,2.3333333333333335,SML
0,"KNEBWORTH, HERTFORDSHIRE",388560,51.8655339,-0.182981,3.0,T
1,"KNOTTINGLEY, NORTH YORKSHIRE",178709,53.707105,-1.2437419,1.6666666666666667,MLA
1,"KNOTTINGLEY, WEST YORKSHIRE",112949,53.707105,-1.2437419,1.6666666666666667,MLA
1,"KNUTSFORD, CHESHIRE EAST",354096,53.3005939,-2.371833,2.0,SA
1,"KNUTSFORD, CHESHIRE WEST AND CHESTER",376361,53.3005939,-2.371833,2.0,SA
3,"LAMPETER, CARMARTHENSHIRE",169082,52.112903,-4.078508999999999,3.0,S
3,"LAMPETER, CEREDIGION",179664,52.112903,-4.078508999999999,3.0,S
1,"LANCASTER, LANCASHIRE",182290,54.046575,-2.8007399,2.0,SDLA
3,"LANCING, WEST SUSSEX",250722,50.828179,-0.328092,3.0,WSDML
1,"LAUNCESTON, CORNWALL",215752,50.636834,-4.3604516,2.0,TL
1,"LAUNCESTON, DEVON",197074,50.636834,-4.3604516,2.0,TL
3,"LEAMINGTON SPA, WARWICKSHIRE",284429,52.2851905,-1.5200789,2.3333333333333335,STDMLA
0,"LEATHERHEAD, GREATER LONDON",461000,51.29640699999999,-0.33112,3.0,WSTL
0,"LEATHERHEAD, SURREY",480440,51.29640699999999,-0.33112,3.0,WSTL
3,"LEDBURY, GLOUCESTERSHIRE",364071,52.033882,-2.423574,3.0,T
3,"LEDBURY, HEREFORDSHIRE",248712,52.033882,-2.423574,3.0,T
0,"LEDBURY, WORCESTERSHIRE",585000,52.033882,-2.423574,3.0,T
3,"LEE-ON-THE-SOLENT, HAMPSHIRE",262307,50.8020939,-1.202352,3.0,T
3,"LEEDS, NORTH YORKSHIRE",235787,53.8007554,-1.5490774,2.6666666666666665,WSDMLA
3,"LEEDS, WEST YORKSHIRE",183508,53.8007554,-1.5490774,2.6666666666666665,WSDMLA
1,"LEEK, STAFFORDSHIRE",165868,53.10915199999999,-2.023393,2.2,SDMLA
1,"LEICESTER, LEICESTER",159723,52.6368141,-1.1396014,2.3333333333333335,STDMLA
1,"LEICESTER, LEICESTERSHIRE",218991,52.6368778,-1.1397592,2.3333333333333335,STDMLA
1,"LEIGH, GREATER MANCHESTER",131566,53.496115,-2.518727,2.2,SDMLA
0,"LEIGH-ON-SEA, ESSEX",443865,51.5423959,0.6535069,2.5,WMLA
3,"LEIGH-ON-SEA, SOUTHEND-ON-SEA",302696,51.5474028,0.6472768999999999,2.5,WMLA
3,"LEIGHTON BUZZARD, BEDFORD",213250,51.9196839,-0.6606569999999999,3.0,WTMA
0,"LEIGHTON BUZZARD, BUCKINGHAMSHIRE",378661,51.9196839,-0.6606569999999999,3.0,WTMA
3,"LEIGHTON BUZZARD, CENTRAL BEDFORDSHIRE",255259,51.9196839,-0.6606569999999999,3.0,WTMA
3,"LEIGHTON BUZZARD, LUTON",250000,51.9196839,-0.6606569999999999,3.0,WTMA
1,"LEOMINSTER, HEREFORDSHIRE",220796,52.2257,-2.742772,2.0,MA
1,"LETCHWORTH GARDEN CITY, HERTFORDSHIRE",301249,51.979074,-0.226624,2.0,SMLA
3,"LEWES, BRIGHTON AND HOVE",71562,50.87387200000001,0.00878,3.0,WTA
0,"LEWES, EAST SUSSEX",395444,50.87387200000001,0.00878,3.0,WTA
0,"LEYBURN, YORK",390000,53.9461089,-1.0517718,2.6666666666666665,WSDMLA
3,"LEYLAND, GREATER MANCHESTER",194995,53.4195298,-2.2172504,2.5,STMA
1,"LEYLAND, LANCASHIRE",176310,53.697931,-2.695478,2.3333333333333335,STDMLA
3,"LICHFIELD, STAFFORDSHIRE",258323,52.681602,-1.831672,2.5,WMLA
2,"LIGHTWATER, SURREY",429949,51.3491744,-0.6754844999999999,5.0,W
0,"LINCOLN, CORNWALL",366000,53.230688,-0.5405789999999999,2.6666666666666665,WTDMLA
3,"LINCOLN, LINCOLNSHIRE",176188,53.230688,-0.5405789999999999,2.6666666666666665,WTDMLA
2,"LIPHOOK, HAMPSHIRE",399581,51.07661,-0.801777,4.0,WS
2,"LIPHOOK, WEST SUSSEX",541898,51.07661,-0.801777,4.0,WS
1,"LISKEARD, CORNWALL",192365,50.45552,-4.464719,2.0,MA
1,"LITTLEBOROUGH, GREATER MANCHESTER",148741,53.646141,-2.093367,1.0,L
1,"LITTLEHAMPTON, WEST SUSSEX",271043,50.811057,-0.5386609,2.2,STMLA
1,"LIVERPOOL, HALTON",207474,53.33172099999999,-2.695822,1.6666666666666667,DLA
1,"LIVERPOOL, LANCASHIRE",309929,53.4083714,-2.9915726,2.2,STDLA
1,"LIVERPOOL, MERSEYSIDE",159561,53.4083714,-2.9915726,2.2,STDLA
1,"LIVERSEDGE, WEST YORKSHIRE",157326,53.709984,-1.697018,2.3333333333333335,TML
1,"LLANDRINDOD WELLS, POWYS",175797,52.24169999999999,-3.377742,2.0,TA
1,"LLANDUDNO JUNCTION, CONWY",166183,53.286781,-3.807032,2.3333333333333335,TDA
1,"LLANDUDNO JUNCTION, GWYNEDD",110500,53.324061,-3.827609,2.0,DA
1,"LLANDUDNO JUNCTION, POWYS",101560,53.286781,-3.807032,2.3333333333333335,TDA
1,"LLANDUDNO, CONWY",179004,53.324061,-3.827609,2.0,DA
1,"LLANDUDNO, GWYNEDD",280000,53.324061,-3.827609,2.0,DA
1,"LLANELLI, CARMARTHENSHIRE",136174,51.680886,-4.160248,2.0,DMLA
1,"LLANELLI, SWANSEA",79500,51.62144,-3.943645999999999,2.2,STMLA
2,"LLANFAIRPWLLGWYNGYLL, GWYNEDD",95000,53.2246219,-4.197995,5.0,W
2,"LLANFAIRPWLLGWYNGYLL, ISLE OF ANGLESEY",183652,53.2246219,-4.197995,5.0,W
1,"LLANGEFNI, GWYNEDD",210000,53.255785,-4.311402,1.6666666666666667,DLA
1,"LLANGEFNI, ISLE OF ANGLESEY",165085,53.255785,-4.311402,1.6666666666666667,DLA
1,"LLANGOLLEN, DENBIGHSHIRE",209767,52.969215,-3.17166,1.0,A
1,"LLANGOLLEN, WREXHAM",176677,52.969215,-3.17166,1.0,A
3,"LONDON, ESSEX",357439,51.64341930000001,0.079493,3.0,WSMA
0,"LONDON, GREATER LONDON",462671,51.5073509,-0.1277583,3.0,WSTML
2,"LONGFIELD, KENT",378185,51.3983789,0.3020645,5.0,W
1,"LOUGHBOROUGH, LEICESTER",182392,52.772099,-1.206166,2.2,STMLA
1,"LOUGHBOROUGH, LEICESTERSHIRE",205023,52.772099,-1.206166,2.2,STMLA
1,"LOUGHBOROUGH, NOTTINGHAMSHIRE",263005,52.772099,-1.206166,2.2,STMLA
0,"LOUGHTON, ESSEX",412633,51.655942,0.068161,2.3333333333333335,SMA
1,"LOUTH, LINCOLNSHIRE",173712,53.365962,-0.007710999999999999,2.0,MA
1,"LOWESTOFT, SUFFOLK",164749,52.48113799999999,1.753449,2.2,TDMLA
3,"LUDLOW, HEREFORDSHIRE",312385,52.06131,-2.697658,2.7142857142857144,WSTDMLA
1,"LUDLOW, SHROPSHIRE",232075,52.367749,-2.7139129,2.0,TA
1,"LUTON, BEDFORD",230166,51.8786707,-0.4200255,2.0,SDLA
0,"LUTON, HERTFORDSHIRE",407204,51.8786707,-0.4200255,2.0,SDLA
1,"LUTON, LUTON",205146,51.8788506,-0.4201306,2.0,SDLA
2,"LUTTERWORTH, LEICESTER",255267,52.45599499999999,-1.199159,4.0,WM
2,"LUTTERWORTH, LEICESTERSHIRE",276595,52.45599499999999,-1.199159,4.0,WM
2,"LUTTERWORTH, WARWICKSHIRE",630000,52.45599499999999,-1.199159,4.0,WM
3,"LYDNEY, GLOUCESTERSHIRE",205346,51.72913,-2.530504,3.0,T
2,"LYMINGTON, HAMPSHIRE",389865,50.758531,-1.5419099,5.0,W
0,"LYMM, CHESHIRE EAST",557200,53.381724,-2.480044,3.0,S
0,"LYMM, GREATER MANCHESTER",466340,53.381724,-2.480044,3.0,S
3,"LYMM, WARRINGTON",306410,53.381724,-2.480044,3.0,S
1,"LYTHAM ST ANNES, BLACKPOOL",138333,53.756629,-3.0213193,2.0,SMLA
1,"LYTHAM ST ANNES, LANCASHIRE",216464,53.756629,-3.0213193,2.0,SMLA
1,"MABLETHORPE, LINCOLNSHIRE",140456,53.34088200000001,0.261071,1.0,LA
1,"MACCLESFIELD, CHESHIRE EAST",234783,53.258663,-2.119287,2.3333333333333335,STA
0,"MACCLESFIELD, STAFFORDSHIRE",445583,53.258663,-2.119287,2.3333333333333335,STA
1,"MAESTEG, BRIDGEND",118173,51.60856200000001,-3.660466,2.3333333333333335,TDA
0,"MAIDENHEAD, BUCKINGHAMSHIRE",448930,51.522414,-0.7219,3.0,WSTL
0,"MAIDENHEAD, SLOUGH",395191,51.522414,-0.7219,3.0,WSTL
0,"MAIDENHEAD, WEST BERKSHIRE",550000,51.522414,-0.7219,3.0,WSTL
0,"MAIDENHEAD, WINDSOR AND MAIDENHEAD",431291,51.522414,-0.7219,3.0,WSTL
3,"MAIDSTONE, KENT",272227,51.270363,0.522699,2.6666666666666665,WSTMLA
1,"MALDON, ESSEX",296913,51.73180499999999,0.6714479999999999,2.0,DMLA
2,"MALMESBURY, WILTSHIRE",337083,51.586357,-2.102834,5.0,W
1,"MALTON, NORTH YORKSHIRE",203924,54.136836,-0.7978970000000001,2.3333333333333335,DML
3,"MALTON, YORK",305000,53.9679277,-1.0654138,2.6666666666666665,WSDMLA
3,"MALVERN, GLOUCESTERSHIRE",328000,51.8701139,-2.2479195,2.3333333333333335,STDMLA
0,"MALVERN, WEST MIDLANDS",712000,52.1366184,-2.3199774,3.0,WML
3,"MALVERN, WORCESTERSHIRE",243303,52.1366184,-2.3199774,3.0,WML
1,"MANCHESTER, GREATER MANCHESTER",164380,53.4807593,-2.2426305,2.3333333333333335,STDMLA
1,"MANSFIELD, DERBYSHIRE",112565,53.147195,-1.198674,2.5,SDMA
3,"MANSFIELD, NOTTINGHAMSHIRE",142084,53.147195,-1.198674,2.5,SDMA
1,"MARCH, CAMBRIDGESHIRE",176865,52.551716,0.08862199999999999,2.3333333333333335,STL
1,"MARGATE, KENT",188588,51.38964600000001,1.3868339,2.3333333333333335,DMA
3,"MARKET DRAYTON, SHROPSHIRE",210980,52.903552,-2.483485,3.0,WDL
3,"MARKET DRAYTON, STAFFORDSHIRE",253785,52.903552,-2.483485,3.0,WDL
3,"MARKET HARBOROUGH, LEICESTER",256375,52.4812654,-0.9248322000000001,2.5,WSLA
3,"MARKET HARBOROUGH, LEICESTERSHIRE",258829,52.475769,-0.9215169999999999,2.5,WSLA
3,"MARKET HARBOROUGH, NORTHAMPTONSHIRE",338785,52.475769,-0.9215169999999999,2.5,WSLA
3,"MARKET HARBOROUGH, RUTLAND",245839,52.475769,-0.9215169999999999,2.5,WSLA
3,"MARKET RASEN, LINCOLNSHIRE",184084,53.387762,-0.333285,3.0,T
0,"MARKET RASEN, NORTH EAST LINCOLNSHIRE",393333,53.387762,-0.333285,3.0,T
3,"MARKET RASEN, NORTH LINCOLNSHIRE",190625,53.387762,-0.333285,3.0,T
0,"MARLBOROUGH, HAMPSHIRE",580000,51.2648994,-0.8235355999999999,3.5,WSTM
0,"MARLBOROUGH, SWINDON",501000,51.5571245,-1.7952186,2.6,WSDLA
2,"MARLBOROUGH, WILTSHIRE",395526,51.420073,-1.727062,4.0,WT
2,"MARLOW, BUCKINGHAMSHIRE",502683,51.5719443,-0.7769421999999999,4.0,WS
2,"MARLOW, WINDSOR AND MAIDENHEAD",563104,51.5719443,-0.7769421999999999,4.0,WS
1,"MARYPORT, CUMBRIA",137702,54.714441,-3.49494,1.0,L
3,"MATLOCK, DERBYSHIRE",228573,53.137156,-1.551774,3.0,S
3,"MELKSHAM, WILTSHIRE",221971,51.370447,-2.137629,2.6,WSDLA
1,"MELTON MOWBRAY, LEICESTER",222125,52.766404,-0.887126,2.2,STMLA
1,"MELTON MOWBRAY, LEICESTERSHIRE",209822,52.766404,-0.887126,2.2,STMLA
0,"MELTON MOWBRAY, NOTTINGHAMSHIRE",407801,52.766404,-0.887126,2.2,STMLA
1,"MELTON MOWBRAY, RUTLAND",300000,52.766404,-0.887126,2.2,STMLA
1,"MENAI BRIDGE, GWYNEDD",190000,53.2399763,-4.0803271,1.0,A
3,"MENAI BRIDGE, ISLE OF ANGLESEY",217813,53.222607,-4.165577,2.6,WDMLA
1,"MERTHYR TYDFIL, MERTHYR TYDFIL",124866,51.74872999999999,-3.381646,1.6666666666666667,DLA
1,"MERTHYR TYDFIL, NEWPORT",220000,51.5887021,-3.0011421,2.2,SDMLA
1,"MERTHYR TYDFIL, POWYS",396400,51.74872999999999,-3.381646,1.6666666666666667,DLA
1,"MERTHYR TYDFIL, RHONDDA CYNON TAFF",146500,51.74872999999999,-3.381646,1.6666666666666667,DLA
1,"MEXBOROUGH, SOUTH YORKSHIRE",126782,53.493099,-1.280452,2.0,DL
1,"MIDDLESBROUGH, HARTLEPOOL",112450,54.574227,-1.234956,2.2,SDMLA
1,"MIDDLESBROUGH, MIDDLESBROUGH",156646,54.574227,-1.234956,2.2,SDMLA
1,"MIDDLESBROUGH, NORTH YORKSHIRE",252101,54.574227,-1.234956,2.2,SDMLA
1,"MIDDLESBROUGH, REDCAR AND CLEVELAND",136990,54.574227,-1.234956,2.2,SDMLA
1,"MIDDLESBROUGH, STOCKTON-ON-TEES",236923,54.574227,-1.234956,2.2,SDMLA
1,"MIDDLEWICH, CHESHIRE EAST",171792,53.19256499999999,-2.443833,2.0,ML
1,"MIDDLEWICH, CHESHIRE WEST AND CHESTER",367877,53.19256499999999,-2.443833,2.0,ML
1,"MILFORD HAVEN, PEMBROKESHIRE",138844,51.714306,-5.0426971,2.0,TL
3,"MILLOM, CUMBRIA",133942,54.2106147,-3.2718854,3.0,T
0,"MILTON KEYNES, BUCKINGHAMSHIRE",394764,52.0406224,-0.7594171,2.6666666666666665,WSDMLA
0,"MILTON KEYNES, CENTRAL BEDFORDSHIRE",414379,52.0354228,-0.3605048,3.0,M
3,"MILTON KEYNES, MILTON KEYNES",256305,52.0406224,-0.7594171,2.6666666666666665,WSDMLA
3,"MILTON KEYNES, NORTHAMPTONSHIRE",309445,52.0406224,-0.7594171,2.6666666666666665,WSDMLA
1,"MINEHEAD, SOMERSET",229805,51.20428,-3.481152,2.3333333333333335,TML
1,"MIRFIELD, WEST YORKSHIRE",177716,53.680122,-1.696713,1.0,L
1,"MITCHAM, GREATER LONDON",311032,51.402869,-0.166709,2.2,SDMLA
0,"MOLD, BUCKINGHAMSHIRE",375000,51.6235712,-0.771973,2.7142857142857144,WSTDMLA
0,"MOLD, CONWY",775000,53.167203,-3.141903,1.6666666666666667,TLA
1,"MOLD, FLINTSHIRE",189819,53.167203,-3.141903,1.6666666666666667,TLA
1,"MOLD, WREXHAM",103000,53.0526226,-3.0061652,2.2,SDMLA
0,"MONMOUTH, CONWY",545000,51.8116533,-2.7163045,3.0,WL
3,"MONMOUTH, GLOUCESTERSHIRE",192306,51.8116533,-2.7163045,3.0,WL
3,"MONMOUTH, HEREFORDSHIRE",348338,51.8116533,-2.7163045,3.0,WL
3,"MONMOUTH, MONMOUTHSHIRE",269865,51.8116533,-2.7163045,3.0,WL
3,"MORDEN, GREATER LONDON",362680,51.394943,-0.19446,2.6666666666666665,WSDMLA
1,"MORECAMBE, CUMBRIA",165000,54.0840252,-2.8594133,2.2,SDMLA
1,"MORECAMBE, GREATER MANCHESTER",115000,53.5018417,-2.1845108,2.2,TDMLA
1,"MORECAMBE, LANCASHIRE",140094,54.074166,-2.864968,2.2,SDMLA
1,"MORETON-IN-MARSH, GLOUCESTERSHIRE",321249,51.9914181,-1.7028526,1.0,A
1,"MORETON-IN-MARSH, SOUTH GLOUCESTERSHIRE",481950,51.9914181,-1.7028526,1.0,A
1,"MORETON-IN-MARSH, WARWICKSHIRE",379072,51.9914181,-1.7028526,1.0,A
1,"MORPETH, NORTHUMBERLAND",219017,55.16875,-1.687493,2.0,ML
1,"NANTWICH, CHESHIRE EAST",236508,53.06718499999999,-2.524102,2.3333333333333335,SMA
1,"NEATH, CARDIFF",159995,51.4804246,-3.1497202,2.2,SDMLA
1,"NEATH, NEATH PORT TALBOT",135263,51.656991,-3.805476,2.3333333333333335,TML
1,"NEATH, SWANSEA",91000,51.62144,-3.943645999999999,2.2,STMLA
1,"NELSON, LANCASHIRE",136458,53.835187,-2.219377,2.3333333333333335,DML
1,"NESTON, CHESHIRE WEST AND CHESTER",249695,53.290584,-3.069102,2.0,SA
1,"NESTON, MERSEYSIDE",379600,53.290584,-3.069102,2.0,SA
0,"NEW MALDEN, GREATER LONDON",468400,51.40066299999999,-0.259263,2.6,WSDLA
3,"NEW MILTON, HAMPSHIRE",313918,50.7531235,-1.6550806,2.3333333333333335,TML
3,"NEW ROMNEY, KENT",246264,50.985117,0.9394730000000001,3.0,S
1,"NEWARK, CITY OF NOTTINGHAM",150000,52.9511323,-1.1342888,2.0,SDLA
3,"NEWARK, LINCOLNSHIRE",269949,53.0776861,-0.8128297,2.6,WDMLA
3,"NEWARK, NOTTINGHAMSHIRE",181753,53.0700391,-0.80657,2.6,WDMLA
0,"NEWBURY, HAMPSHIRE",430796,51.401409,-1.3231139,2.6,WSTLA
3,"NEWBURY, WEST BERKSHIRE",315795,51.401409,-1.3231139,2.6,WSTLA
3,"NEWCASTLE UPON TYNE, NORTHUMBERLAND",348145,54.9812232,-1.7765753,3.0,S
3,"NEWCASTLE UPON TYNE, TYNE AND WEAR",179823,54.978252,-1.61778,2.6666666666666665,WTDMLA
1,"NEWCASTLE, STAFFORDSHIRE",155919,53.013208,-2.2273002,2.3333333333333335,STDMLA
1,"NEWCASTLE, STOKE-ON-TRENT",165625,53.013208,-2.2273002,2.3333333333333335,STDMLA
3,"NEWCASTLE, TYNE AND WEAR",165000,54.978252,-1.61778,2.6666666666666665,WTDMLA
1,"NEWHAVEN, EAST SUSSEX",225170,50.79307000000001,0.045574,2.0,SL
2,"NEWMARKET, CAMBRIDGESHIRE",375206,52.24487999999999,0.407962,3.6666666666666665,WTD
2,"NEWMARKET, SUFFOLK",262041,52.24487999999999,0.407962,3.6666666666666665,WTD
2,"NEWPORT PAGNELL, MILTON KEYNES",265875,52.084585,-0.734583,5.0,W
1,"NEWPORT, BLAENAU GWENT",81113,51.7875779,-3.2043931,2.2,TDMLA
1,"NEWPORT, CAERPHILLY",119104,51.578829,-3.218134,2.2,TDMLA
1,"NEWPORT, CARDIFF",251166,51.584151,-2.997664,2.2,SDMLA
1,"NEWPORT, GWYNEDD",108276,51.584151,-2.997664,2.2,SDMLA
3,"NEWPORT, ISLE OF WIGHT",200094,50.700803,-1.291633,2.5,SDML
0,"NEWPORT, MONMOUTHSHIRE",438463,51.584151,-2.997664,2.2,SDMLA
1,"NEWPORT, NEWPORT",164846,51.584151,-2.997664,2.2,SDMLA
1,"NEWPORT, RHONDDA CYNON TAFF",199995,51.584151,-2.997664,2.2,SDMLA
3,"NEWPORT, SHROPSHIRE",328928,52.7685559,-2.375587,2.3333333333333335,WLA
0,"NEWPORT, STAFFORDSHIRE",359749,52.7685559,-2.375587,2.3333333333333335,WLA
1,"NEWPORT, TORFAEN",252570,51.584151,-2.997664,2.2,SDMLA
1,"NEWPORT, WREKIN",220323,52.7685559,-2.375587,2.3333333333333335,WLA
1,"NEWQUAY, CORNWALL",240102,50.41549699999999,-5.073719,2.2,SDMLA
1,"NEWTON ABBOT, CITY OF PLYMOUTH",299500,50.3754565,-4.1426565,2.0,SMLA
1,"NEWTON ABBOT, DEVON",245588,50.52890499999999,-3.608359999999999,2.2,STDLA
1,"NEWTON ABBOT, TORBAY",330166,50.52890499999999,-3.608359999999999,2.2,STDLA
1,"NEWTON AYCLIFFE, COUNTY DURHAM",129144,54.61598799999999,-1.575577,2.3333333333333335,STA
1,"NEWTON AYCLIFFE, DARLINGTON",209306,54.61598799999999,-1.575577,2.3333333333333335,STA
1,"NEWTON-LE-WILLOWS, GREATER MANCHESTER",350000,53.452889,-2.63508,2.0,TA
1,"NEWTON-LE-WILLOWS, MERSEYSIDE",148798,53.452889,-2.63508,2.0,TA
1,"NEWTOWN, POWYS",165420,52.51211199999999,-3.313106,2.3333333333333335,TML
1,"NORMANTON, WEST YORKSHIRE",139481,53.700876,-1.417148,2.0,DL
1,"NORTH SHIELDS, TYNE AND WEAR",175522,55.010762,-1.449138,2.0,DMLA
3,"NORTH WALSHAM, NORFOLK",204179,52.822699,1.3859729,3.0,WSL
